tenant,site_id,local,lat,long,site_group,Tair,Tabove,Tbelow,CGDD,b1r,b2r,b3r,b4r,b5r,b6r,b7r,NDVI,CropType,PlantingDate
planet,UNLTAPS_SDI_02b,2020-07-05 10:00:00-05:00,41.0869,-100.772,North Platte,25.0818,12.58,22.28,665,0.022863547,0.042280305,0.049349349,0.042089575,0.329565961,0.506547042,0.389626913,0.846566658,Corn,05/01/2020
planet,UNLTAPS_SDI_02b,2020-07-06 10:00:00-05:00,41.0869,-100.771,North Platte,26.409,10.61,23.01,681,0.018915418,0.036367191,0.041922136,0.034503183,0.360684708,0.554582662,0.417148823,0.882858558,Corn,05/01/2020
planet,UNLTAPS_SDI_02b,2020-07-07 10:00:00-05:00,41.0869,-100.771,North Platte,26.3492,7.087,22.24,696,0.019414373,0.037666579,0.04304435,0.035026112,0.367746926,0.575709884,0.430927423,0.885298681,Corn,05/01/2020
planet,UNLTAPS_SDI_02b,2020-07-08 10:00:00-05:00,41.0869,-100.772,North Platte,25.6963,5.506,21.61,708,0.024123122,0.04131776,0.046896723,0.038054898,0.359552893,0.563499708,0.420005652,0.873478159,Corn,05/01/2020
planet,UNLTAPS_SDI_02b,2020-07-09 10:00:00-05:00,41.0869,-100.772,North Platte,21.5708,4.237,16.2,721,0.020497505,0.038389099,0.043998346,0.036764542,0.360443012,0.596032301,0.43684993,0.883803018,Corn,05/01/2020
planet,UNLTAPS_SDI_02b,2020-07-10 10:00:00-05:00,41.0869,-100.771,North Platte,23.4592,6.745,18.61,734,0.020155407,0.039906839,0.045701614,0.03958694,0.353633454,0.562840192,0.417595529,0.868575176,Corn,05/01/2020
planet,UNLTAPS_SDI_02b,2020-07-11 10:00:00-05:00,41.0869,-100.772,North Platte,22.6477,8.743,20.34,746,0.01909984,0.036952221,0.042522595,0.034807722,0.362739755,0.601339175,0.441039969,0.890567029,Corn,05/01/2020
planet,UNLTAPS_SDI_02b,2020-07-12 10:00:00-05:00,41.0868,-100.772,North Platte,23.4513,5.879,20.41,760,0.018781383,0.036930387,0.042139613,0.035412755,0.360193438,0.594905387,0.440257161,0.887635299,Corn,05/01/2020
planet,UNLTAPS_SDI_02b,2020-07-13 10:00:00-05:00,41.0869,-100.772,North Platte,26.2527,5.128,21.9,770,0.018791767,0.034824258,0.039851989,0.032474991,0.359673728,0.599208894,0.444200485,0.897179611,Corn,05/01/2020
planet,UNLTAPS_SDI_02b,2020-07-14 10:00:00-05:00,41.0869,-100.771,North Platte,16.1277,14.33,15.25,781,0.024844475,0.040098326,0.048682972,0.038625049,0.286510381,0.472532575,0.353128987,0.848872259,Corn,05/01/2020
planet,UNLTAPS_SDI_02b,2020-07-15 10:00:00-05:00,41.0869,-100.771,North Platte,16.9752,12.99,16.36,796,0.017769608,0.034555227,0.039037906,0.033193393,0.313176661,0.541355308,0.397036712,0.88445403,Corn,05/01/2020
planet,UNLTAPS_SDI_02b,2020-07-16 10:00:00-05:00,41.0868,-100.771,North Platte,22.2664,10.41,20.59,812,0.020525071,0.038264264,0.044557969,0.038207723,0.331780595,0.547330508,0.410696169,0.869495376,Corn,05/01/2020
planet,UNLTAPS_SDI_02b,2020-07-17 10:00:00-05:00,41.0869,-100.772,North Platte,27.4717,10.49,23.28,827,0.0204506,0.037819115,0.042554123,0.038992059,0.355210491,0.56413566,0.428943346,0.87070049,Corn,05/01/2020
planet,UNLTAPS_SDI_02b,2020-07-18 10:00:00-05:00,41.0869,-100.771,North Platte,27.1951,13.85,25.92,840,0.022309765,0.040127796,0.045658612,0.043781366,0.345259268,0.54455751,0.420124872,0.851169562,Corn,05/01/2020
planet,UNLTAPS_SDI_02b,2020-07-19 10:00:00-05:00,41.0869,-100.771,North Platte,22.7197,20.71,22.14,853,0.026835618,0.045448739,0.052924676,0.048757471,0.307825016,0.487749658,0.366641139,0.818241107,Corn,05/01/2020
planet,UNLTAPS_SDI_02b,2020-07-20 10:00:00-05:00,41.0869,-100.771,North Platte,23.1001,8.042,19.87,864,0.023402291,0.042067261,0.046773126,0.044527693,0.348697583,0.555441614,0.426372645,0.851566762,Corn,05/01/2020
planet,UNLTAPS_SDI_02b,2020-07-21 10:00:00-05:00,41.0869,-100.771,North Platte,23.9211,7.627,20.42,878,0.024293814,0.043378125,0.049081885,0.04692854,0.351064071,0.567209117,0.431787028,0.84717257,Corn,05/01/2020
planet,UNLTAPS_SDI_02b,2020-07-23 10:00:00-05:00,41.0869,-100.771,North Platte,25.4346,14.24,23.92,910,0.029318994,0.049761996,0.057023696,0.054184008,0.310270476,0.494363429,0.371019216,0.802445499,Corn,05/01/2020
planet,UNLTAPS_SDI_02b,2020-07-24 10:00:00-05:00,41.0869,-100.771,North Platte,24.1128,19.61,23.04,927,0.027184197,0.045424815,0.05192188,0.049665013,0.293951404,0.473521527,0.350721808,0.810144149,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-13 10:00:00-05:00,41.0871,-100.77,North Platte,22.2507,2.76,21.87,405,0.041693415,0.058228702,0.065636135,0.067669561,0.266063927,0.350852565,0.33071245,0.676626122,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-13 10:00:00-05:00,41.0871,-100.77,North Platte,22.2507,2.76,21.87,405,0.041693415,0.058228702,0.065636135,0.067669561,0.266063927,0.350852565,0.33071245,0.676626122,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-13 10:00:00-05:00,41.0875,-100.771,North Platte,21.671,4.945,22.74,422,0.037688921,0.05579323,0.064050414,0.065372368,0.245249518,0.362673651,0.264731217,0.694554485,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-13 10:00:00-05:00,41.0875,-100.771,North Platte,21.671,4.945,22.74,422,0.037688921,0.05579323,0.064050414,0.065372368,0.245249518,0.362673651,0.264731217,0.694554485,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-14 10:00:00-05:00,41.0875,-100.771,North Platte,25.2091,17.69,24.89,438,0.056041558,0.07515808,0.089048288,0.087561774,0.265196964,0.349974371,0.310137826,0.599750673,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-14 10:00:00-05:00,41.0875,-100.771,North Platte,25.2091,17.69,24.89,438,0.056041558,0.07515808,0.089048288,0.087561774,0.265196964,0.349974371,0.310137826,0.599750673,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-14 10:00:00-05:00,41.0875,-100.771,North Platte,25.0179,17.94,25.07,455,0.049660496,0.072708058,0.086472639,0.08687973,0.263713703,0.340839713,0.267942851,0.593753657,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-14 10:00:00-05:00,41.0875,-100.771,North Platte,25.0179,17.94,25.07,455,0.049660496,0.072708058,0.086472639,0.08687973,0.263713703,0.340839713,0.267942851,0.593753657,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-15 10:00:00-05:00,41.0875,-100.771,North Platte,23.3878,6.752,23.94,471,0.040098984,0.056368514,0.064521898,0.06309612,0.287428764,0.400038648,0.347181125,0.727525876,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-15 10:00:00-05:00,41.0875,-100.771,North Platte,23.3878,6.752,23.94,471,0.040098984,0.056368514,0.064521898,0.06309612,0.287428764,0.400038648,0.347181125,0.727525876,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-15 10:00:00-05:00,41.0875,-100.771,North Platte,23.5726,9.071,24.64,486,0.034361247,0.050790156,0.05963543,0.059127363,0.25797409,0.390358197,0.274677954,0.736910958,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-15 10:00:00-05:00,41.0875,-100.771,North Platte,23.5726,9.071,24.64,486,0.034361247,0.050790156,0.05963543,0.059127363,0.25797409,0.390358197,0.274677954,0.736910958,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-16 10:00:00-05:00,41.0876,-100.771,North Platte,24.7698,5.16,22.41,503,0.033997819,0.049740084,0.057018447,0.054291419,0.288906261,0.400077606,0.348314612,0.761024997,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-16 10:00:00-05:00,41.0876,-100.771,North Platte,24.7698,5.16,22.41,503,0.033997819,0.049740084,0.057018447,0.054291419,0.288906261,0.400077606,0.348314612,0.761024997,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-16 10:00:00-05:00,41.0876,-100.771,North Platte,24.3349,7.406,23.18,519,0.031033938,0.046461476,0.054652806,0.05236548,0.265268523,0.40631373,0.276919605,0.771668395,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-16 10:00:00-05:00,41.0876,-100.771,North Platte,24.3349,7.406,23.18,519,0.031033938,0.046461476,0.054652806,0.05236548,0.265268523,0.40631373,0.276919605,0.771668395,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-17 10:00:00-05:00,41.0875,-100.771,North Platte,25.1259,8.271,23.29,542,0.02988409,0.044913408,0.052526606,0.049737394,0.269327221,0.414146737,0.27851261,0.785561131,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-17 10:00:00-05:00,41.0875,-100.771,North Platte,25.1259,8.271,23.29,542,0.02988409,0.044913408,0.052526606,0.049737394,0.269327221,0.414146737,0.27851261,0.785561131,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-18 10:00:00-05:00,41.0875,-100.771,North Platte,18.0354,16.2,18.47,551,0.03454346,0.049694982,0.060717219,0.056401639,0.241480109,0.348284459,0.293065246,0.721257345,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-18 10:00:00-05:00,41.0875,-100.771,North Platte,18.0354,16.2,18.47,551,0.03454346,0.049694982,0.060717219,0.056401639,0.241480109,0.348284459,0.293065246,0.721257345,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-18 10:00:00-05:00,41.0876,-100.771,North Platte,17.9073,16.45,18.56,559,0.030791102,0.048099799,0.059137413,0.057508476,0.23960415,0.346053771,0.257152569,0.71499576,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-18 10:00:00-05:00,41.0876,-100.771,North Platte,17.9073,16.45,18.56,559,0.030791102,0.048099799,0.059137413,0.057508476,0.23960415,0.346053771,0.257152569,0.71499576,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-19 10:00:00-05:00,41.0875,-100.771,North Platte,19.2882,8.631,18.51,569,0.033535869,0.050707963,0.061219007,0.056184268,0.269514734,0.384762634,0.323861536,0.745165382,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-19 10:00:00-05:00,41.0875,-100.771,North Platte,19.2882,8.631,18.51,569,0.033535869,0.050707963,0.061219007,0.056184268,0.269514734,0.384762634,0.323861536,0.745165382,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-19 10:00:00-05:00,41.0875,-100.771,North Platte,18.7531,9.767,18.9,,0.030613838,0.048855584,0.06004309,0.056896945,0.264452631,0.382905471,0.281708286,0.741261336,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-19 10:00:00-05:00,41.0875,-100.771,North Platte,18.7531,9.767,18.9,,0.030613838,0.048855584,0.06004309,0.056896945,0.264452631,0.382905471,0.281708286,0.741261336,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-20 10:00:00-05:00,41.0875,-100.771,North Platte,18.2657,17.73,19.91,583,0.028120168,0.043191687,0.049282148,0.044557251,0.279505752,0.412113569,0.345393446,0.804860532,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-20 10:00:00-05:00,41.0875,-100.771,North Platte,18.2657,17.73,19.91,583,0.028120168,0.043191687,0.049282148,0.044557251,0.279505752,0.412113569,0.345393446,0.804860532,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-21 10:00:00-05:00,41.0875,-100.771,North Platte,19.8478,14.74,20.27,594,0.028039654,0.042831934,0.05178496,0.04609982,0.257090491,0.379166421,0.309885879,0.783195489,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-21 10:00:00-05:00,41.0875,-100.771,North Platte,19.8478,14.74,20.27,594,0.028039654,0.042831934,0.05178496,0.04609982,0.257090491,0.379166421,0.309885879,0.783195489,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-22 10:00:00-05:00,41.0875,-100.771,North Platte,24.1884,9.379,22.07,612,0.025529485,0.03871838,0.044538135,0.037793139,0.319652246,0.454215569,0.386366319,0.846372075,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-22 10:00:00-05:00,41.0875,-100.771,North Platte,24.1884,9.379,22.07,612,0.025529485,0.03871838,0.044538135,0.037793139,0.319652246,0.454215569,0.386366319,0.846372075,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-23 10:00:00-05:00,41.0875,-100.771,North Platte,20.9923,7.225,18.19,634,0.023290583,0.035872105,0.041527908,0.034079766,0.308954361,0.458639288,0.371755302,0.861666539,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-23 10:00:00-05:00,41.0875,-100.771,North Platte,20.9923,7.225,18.19,634,0.023290583,0.035872105,0.041527908,0.034079766,0.308954361,0.458639288,0.371755302,0.861666539,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-23 10:00:00-05:00,41.0875,-100.771,North Platte,20.9439,7.442,18.81,646,0.020289602,0.033528988,0.039683195,0.033614022,0.280158623,0.464974679,0.295416972,0.865163323,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-23 10:00:00-05:00,41.0875,-100.771,North Platte,20.9439,7.442,18.81,646,0.020289602,0.033528988,0.039683195,0.033614022,0.280158623,0.464974679,0.295416972,0.865163323,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-24 10:00:00-05:00,41.0875,-100.771,North Platte,23.0036,7.889,19.79,660,0.024478925,0.037262019,0.042527165,0.03500441,0.330249684,0.479622238,0.394622407,0.863961923,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-24 10:00:00-05:00,41.0875,-100.771,North Platte,23.0036,7.889,19.79,660,0.024478925,0.037262019,0.042527165,0.03500441,0.330249684,0.479622238,0.394622407,0.863961923,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-24 10:00:00-05:00,41.0875,-100.771,North Platte,22.3239,11.09,21.04,674,0.020710406,0.034592314,0.040444451,0.033911423,0.299930764,0.491744502,0.305268452,0.870974829,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-24 10:00:00-05:00,41.0875,-100.771,North Platte,22.3239,11.09,21.04,674,0.020710406,0.034592314,0.040444451,0.033911423,0.299930764,0.491744502,0.305268452,0.870974829,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-25 10:00:00-05:00,41.0875,-100.771,North Platte,24.6542,11.26,21.76,689,0.022248004,0.036038706,0.042142078,0.034879925,0.331757424,0.489874384,0.395990504,0.867061883,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-25 10:00:00-05:00,41.0875,-100.771,North Platte,24.6542,11.26,21.76,689,0.022248004,0.036038706,0.042142078,0.034879925,0.331757424,0.489874384,0.395990504,0.867061883,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-25 10:00:00-05:00,41.0875,-100.771,North Platte,24.8996,16.4,23.18,703,0.019654618,0.033179744,0.039854358,0.032931305,0.299851576,0.476026779,0.308200763,0.870593253,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-25 10:00:00-05:00,41.0875,-100.771,North Platte,24.8996,16.4,23.18,703,0.019654618,0.033179744,0.039854358,0.032931305,0.299851576,0.476026779,0.308200763,0.870593253,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-26 10:00:00-05:00,41.0875,-100.771,North Platte,23.6003,19.16,19.59,717,0.022609462,0.036176888,0.042987132,0.035505877,0.312712379,0.466462882,0.372516467,0.858533517,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-26 10:00:00-05:00,41.0875,-100.771,North Platte,23.6003,19.16,19.59,717,0.022609462,0.036176888,0.042987132,0.035505877,0.312712379,0.466462882,0.372516467,0.858533517,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-26 10:00:00-05:00,41.0875,-100.771,North Platte,23.527,20.98,20.56,731,0.021021576,0.03501598,0.041982809,0.034900765,0.299553815,0.458373902,0.307296237,0.858493584,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-26 10:00:00-05:00,41.0875,-100.771,North Platte,23.527,20.98,20.56,731,0.021021576,0.03501598,0.041982809,0.034900765,0.299553815,0.458373902,0.307296237,0.858493584,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-27 10:00:00-05:00,41.0875,-100.771,North Platte,24.8342,10.18,20.9,746,0.022354152,0.034754206,0.039976029,0.031971586,0.344334478,0.50933959,0.406052349,0.881873543,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-27 10:00:00-05:00,41.0875,-100.771,North Platte,24.8342,10.18,20.9,746,0.022354152,0.034754206,0.039976029,0.031971586,0.344334478,0.50933959,0.406052349,0.881873543,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-27 10:00:00-05:00,41.0875,-100.771,North Platte,24.5304,10.02,22.26,760,0.018689645,0.03270203,0.038244017,0.030203049,0.318114914,0.519051064,0.318557719,0.890021584,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-27 10:00:00-05:00,41.0875,-100.771,North Platte,24.5304,10.02,22.26,760,0.018689645,0.03270203,0.038244017,0.030203049,0.318114914,0.519051064,0.318557719,0.890021584,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-28 10:00:00-05:00,41.0876,-100.771,North Platte,24.5922,8.828,21.99,777,0.022991878,0.037002894,0.042901595,0.033873424,0.357033594,0.534481968,0.423756759,0.880801961,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-28 10:00:00-05:00,41.0876,-100.771,North Platte,24.5922,8.828,21.99,777,0.022991878,0.037002894,0.042901595,0.033873424,0.357033594,0.534481968,0.423756759,0.880801961,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-28 10:00:00-05:00,41.0875,-100.771,North Platte,24.7133,11.14,22.91,793,0.021120983,0.035169984,0.041217717,0.033074527,0.331170845,0.542191287,0.337909067,0.885011324,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-28 10:00:00-05:00,41.0875,-100.771,North Platte,24.7133,11.14,22.91,793,0.021120983,0.035169984,0.041217717,0.033074527,0.331170845,0.542191287,0.337909067,0.885011324,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-29 10:00:00-05:00,41.0875,-100.771,North Platte,24.6817,16.22,22.26,804,0.024226657,0.03796617,0.04418614,0.036024912,0.331095121,0.496530639,0.393780022,0.864709279,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-29 10:00:00-05:00,41.0875,-100.771,North Platte,24.6817,16.22,22.26,804,0.024226657,0.03796617,0.04418614,0.036024912,0.331095121,0.496530639,0.393780022,0.864709279,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-29 10:00:00-05:00,41.0875,-100.771,North Platte,24.6718,18.34,23.05,815,0.02095193,0.035489896,0.041876687,0.034120012,0.317654397,0.4955244,0.328016563,0.871158794,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-29 10:00:00-05:00,41.0875,-100.771,North Platte,24.6718,18.34,23.05,815,0.02095193,0.035489896,0.041876687,0.034120012,0.317654397,0.4955244,0.328016563,0.871158794,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-30 10:00:00-05:00,41.0875,-100.771,North Platte,23.0176,8.583,20.57,826,0.021224481,0.035270146,0.040531393,0.031950006,0.364586914,0.543896348,0.439587051,0.889032878,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-30 10:00:00-05:00,41.0875,-100.771,North Platte,23.0176,8.583,20.57,826,0.021224481,0.035270146,0.040531393,0.031950006,0.364586914,0.543896348,0.439587051,0.889032878,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-30 10:00:00-05:00,41.0875,-100.771,North Platte,23.5785,11.43,21.7,835,0.018499967,0.032468691,0.038346843,0.030122524,0.334961377,0.559417645,0.346213282,0.897810104,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-06-30 10:00:00-05:00,41.0875,-100.771,North Platte,23.5785,11.43,21.7,835,0.018499967,0.032468691,0.038346843,0.030122524,0.334961377,0.559417645,0.346213282,0.897810104,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-07-01 10:00:00-05:00,41.0875,-100.771,North Platte,23.3378,10.58,22.85,862,0.017789179,0.031695063,0.037690472,0.029216519,0.329793183,0.545546276,0.345907684,0.898335387,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-07-01 10:00:00-05:00,41.0875,-100.771,North Platte,23.3378,10.58,22.85,862,0.017789179,0.031695063,0.037690472,0.029216519,0.329793183,0.545546276,0.345907684,0.898335387,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-07-02 10:00:00-05:00,41.0875,-100.771,North Platte,22.9657,18.83,21.61,876,0.038907622,0.044593154,0.058160808,0.046760636,0.338760509,0.490488016,0.367180392,0.825925534,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-07-02 10:00:00-05:00,41.0875,-100.771,North Platte,22.9657,18.83,21.61,876,0.038907622,0.044593154,0.058160808,0.046760636,0.338760509,0.490488016,0.367180392,0.825925534,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-07-02 10:00:00-05:00,41.0875,-100.771,North Platte,23.367,19.04,21.85,889,0.037934034,0.04149205,0.052999675,0.043552296,0.336914703,0.48866253,0.316171713,0.836335652,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-07-02 10:00:00-05:00,41.0875,-100.771,North Platte,23.367,19.04,21.85,889,0.037934034,0.04149205,0.052999675,0.043552296,0.336914703,0.48866253,0.316171713,0.836335652,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-07-03 10:00:00-05:00,41.0875,-100.771,North Platte,23.9799,7.841,21.53,903,0.021557384,0.036603128,0.04250926,0.032776062,0.387315544,0.570559264,0.46175999,0.89135043,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-07-03 10:00:00-05:00,41.0875,-100.771,North Platte,23.9799,7.841,21.53,903,0.021557384,0.036603128,0.04250926,0.032776062,0.387315544,0.570559264,0.46175999,0.89135043,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-07-03 10:00:00-05:00,41.0876,-100.771,North Platte,23.9376,10.37,22.28,917,0.01808082,0.033545935,0.03969048,0.030806741,0.352475593,0.586452444,0.356537642,0.900182153,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-07-03 10:00:00-05:00,41.0876,-100.771,North Platte,23.9376,10.37,22.28,917,0.01808082,0.033545935,0.03969048,0.030806741,0.352475593,0.586452444,0.356537642,0.900182153,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-07-04 10:00:00-05:00,41.0875,-100.771,North Platte,24.547,10.65,22.87,931,0.022469136,0.03804286,0.04408875,0.033692507,0.394538812,0.579887467,0.464626396,0.890177292,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-07-04 10:00:00-05:00,41.0875,-100.771,North Platte,24.547,10.65,22.87,931,0.022469136,0.03804286,0.04408875,0.033692507,0.394538812,0.579887467,0.464626396,0.890177292,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-07-04 10:00:00-05:00,41.0875,-100.771,North Platte,25.2267,14.36,24.53,945,0.018336771,0.033999901,0.040430438,0.031014093,0.354283444,0.586290248,0.354009394,0.899517658,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-07-04 10:00:00-05:00,41.0875,-100.771,North Platte,25.2267,14.36,24.53,945,0.018336771,0.033999901,0.040430438,0.031014093,0.354283444,0.586290248,0.354009394,0.899517658,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-07-05 10:00:00-05:00,41.0875,-100.771,North Platte,24.9224,14.13,22.63,960,0.026170805,0.042199312,0.050672372,0.041402813,0.357933799,0.541190567,0.41614326,0.857867204,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-07-05 10:00:00-05:00,41.0875,-100.771,North Platte,24.9224,14.13,22.63,960,0.026170805,0.042199312,0.050672372,0.041402813,0.357933799,0.541190567,0.41614326,0.857867204,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-07-05 10:00:00-05:00,41.0875,-100.771,North Platte,24.8746,15.25,23.44,975,0.023285998,0.040608464,0.04874247,0.040090574,0.346043957,0.534646288,0.34583219,0.860490682,Corn,05/01/2020
unl,UNLTAPS_SDI_03b,2020-07-05 10:00:00-05:00,41.0875,-100.771,North Platte,24.8746,15.25,23.44,975,0.023285998,0.040608464,0.04874247,0.040090574,0.346043957,0.534646288,0.34583219,0.860490682,Corn,05/01/2020
