tenant,site_id,local,lat,long,site_group,Tair,Tabove,Tbelow,CGDD,b1r,b2r,b3r,b4r,b5r,b6r,b7r,NDVI,CropType,PlantingDate
planet,UNLTAPS_SDI_02a,2020-08-12 10:00:00-05:00,41.0868,-100.772,North Platte,23.1091,6.878,20.59,1175,0.01968016,0.037925957,0.045875514,0.042675836,0.312859943,0.539425777,0.373734186,0.853373242,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-08-13 10:00:00-05:00,41.0869,-100.771,North Platte,24.8865,9.064,21.07,1187,0.019557856,0.037964652,0.046032308,0.042902796,0.31149345,0.538974015,0.366814775,0.852536498,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-08-14 10:00:00-05:00,41.0868,-100.771,North Platte,23.0406,8.152,21.25,1196,0.02172368,0.038846962,0.046500593,0.044118757,0.30628829,0.530651824,0.367911257,0.846482202,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-08-15 10:00:00-05:00,41.0868,-100.771,North Platte,21.1488,5.253,19.15,1210,0.019750425,0.038424678,0.045782115,0.043832776,0.300468467,0.532828179,0.365150654,0.847977306,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-08-16 10:00:00-05:00,41.0868,-100.771,North Platte,24.7954,11.3,22.35,1221,0.019956018,0.038992094,0.046729634,0.044604126,0.310266355,0.535129613,0.363043926,0.846122028,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-08-17 10:00:00-05:00,41.0869,-100.771,North Platte,23.0378,6.677,22.38,1235,0.019720209,0.03909359,0.046382917,0.044640208,0.301179169,0.527486861,0.360629557,0.843950022,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-08-18 10:00:00-05:00,41.087,-100.772,North Platte,22.8241,7.259,20.67,1249,0.020905977,0.041098566,0.04903406,0.047969943,0.306342854,0.529377591,0.365799514,0.833826457,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-08-19 10:00:00-05:00,41.0871,-100.772,North Platte,21.3208,6.36,18.76,1263,0.02070491,0.041228652,0.049257964,0.04803297,0.308221443,0.523634249,0.36862087,0.831954785,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-08-20 10:00:00-05:00,41.0871,-100.772,North Platte,23.9388,13.19,22.36,1278,0.020445771,0.040187512,0.048049956,0.047557614,0.302080766,0.487664854,0.355594435,0.822288425,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-08-21 10:00:00-05:00,41.0868,-100.771,North Platte,24.1675,10.8,22.58,1291,0.022212035,0.043015185,0.051674054,0.050906052,0.311002375,0.516494661,0.368170184,0.820564017,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-08-22 10:00:00-05:00,41.0869,-100.772,North Platte,26.0235,11.27,24.29,1306,0.022241449,0.043625879,0.052349103,0.051789592,0.31313999,0.514170586,0.367072376,0.816985033,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-08-23 10:00:00-05:00,41.0868,-100.771,North Platte,26.0722,11.8,23.9,1322,0.022861216,0.0441745,0.052921779,0.052909588,0.313154104,0.50994766,0.368285457,0.811996423,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-08-24 10:00:00-05:00,41.0869,-100.772,North Platte,25.8206,8.666,22.59,1337,0.021961124,0.044654389,0.053529456,0.054266092,0.309532671,0.505921074,0.370096717,0.806257283,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-08-25 10:00:00-05:00,41.0869,-100.772,North Platte,23.9871,7.529,21.4,1353,0.023535164,0.046061768,0.05489302,0.056200135,0.310344363,0.506426212,0.371482687,0.800222171,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-08-26 10:00:00-05:00,41.0869,-100.772,North Platte,23.4738,6.801,21.17,1368,0.024396307,0.047932447,0.056526207,0.058642776,0.310122878,0.509990679,0.369607026,0.79374138,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-08-27 10:00:00-05:00,41.0868,-100.771,North Platte,25.6394,11.25,23.31,1381,0.024178816,0.048732825,0.056905308,0.059687575,0.316197596,0.509512688,0.367794245,0.79027566,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-08-28 10:00:00-05:00,41.0869,-100.772,North Platte,23.8553,10.63,21.06,1390,0.025089033,0.049537084,0.058465699,0.06189813,0.315009905,0.510070584,0.364240561,0.783561135,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-08-29 10:00:00-05:00,41.087,-100.772,North Platte,17.6735,3.67,18.1,1404,0.022913158,0.048441974,0.056880764,0.061119766,0.302882343,0.508204065,0.369224163,0.78528998,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-08-30 10:00:00-05:00,41.0869,-100.772,North Platte,20.022,15.56,18.3,1412,0.021357701,0.043232012,0.052192179,0.055387416,0.282975918,0.442491547,0.340281127,0.777506502,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-08-31 10:00:00-05:00,41.0868,-100.772,North Platte,14.9823,-4.108,14.27,1421,0.0240832,0.048810038,0.057040495,0.06206227,0.295393333,0.490914773,0.3718977,0.77553401,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-09-01 10:00:00-05:00,41.0868,-100.772,North Platte,17.7724,6.748,16.6,1431,0.023664029,0.048163602,0.057450501,0.062843249,0.297750231,0.476917904,0.358057257,0.767144231,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-09-02 10:00:00-05:00,41.0869,-100.771,North Platte,19.7272,2.588,18.92,1443,0.024716448,0.050592021,0.059461813,0.065551892,0.304459135,0.490729662,0.372117432,0.764321172,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-09-03 10:00:00-05:00,41.0869,-100.772,North Platte,17.1036,-2.387,14.81,1456,0.026658955,0.05305799,0.063204564,0.072489664,0.300534161,0.470811796,0.37035433,0.733151227,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-09-04 10:00:00-05:00,41.0868,-100.772,North Platte,21.0244,1.913,19.25,1468,0.026259749,0.054199097,0.064265741,0.074826348,0.302017854,0.462039037,0.369040282,0.721247262,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-09-05 10:00:00-05:00,41.087,-100.772,North Platte,21.9399,8.248,20.94,1483,0.027159963,0.056850462,0.068667004,0.082909526,0.30749074,0.465218164,0.369665483,0.697480979,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-09-06 10:00:00-05:00,41.0868,-100.771,North Platte,21.1581,3.767,20.98,1489,0.029581037,0.060157093,0.072707628,0.090568385,0.303748469,0.453419463,0.38015207,0.667020559,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-09-07 10:00:00-05:00,41.0868,-100.772,North Platte,14.8486,0.3714,15.34,1489,0.027042083,0.059033828,0.072498556,0.094551039,0.294780367,0.433188056,0.370536074,0.641675062,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-09-08 10:00:00-05:00,41.0869,-100.772,North Platte,4.48064,2.579,4.931,1489,0.034798183,0.050404696,0.060283731,0.081437765,0.267288561,0.383746185,0.307053027,0.649868551,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-09-09 10:00:00-05:00,41.0869,-100.772,North Platte,3.11847,1.955,3.762,1491,0.021941823,0.043591681,0.055162283,0.076285146,0.243785786,0.357898484,0.300071574,0.648604227,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-09-10 10:00:00-05:00,41.0868,-100.771,North Platte,8.57658,-5.662,10.1,1496,0.030174204,0.060076246,0.070793528,0.095316405,0.286705027,0.437141491,0.363978835,0.641975803,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-09-11 10:00:00-05:00,41.0868,-100.772,North Platte,10.7959,9.779,11.12,1502,0.02217965,0.048797652,0.059128356,0.08101854,0.255703784,0.37024896,0.302799149,0.640928984,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-09-12 10:00:00-05:00,41.0868,-100.771,North Platte,13.3105,-2.984,13.36,1511,0.028894597,0.056905863,0.068252023,0.095402223,0.293954946,0.435251421,0.36631859,0.640435059,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-09-13 10:00:00-05:00,41.0868,-100.771,North Platte,15.9159,-0.3382,17.34,1520,0.028476768,0.055884304,0.066008222,0.095221862,0.291291698,0.428166838,0.377075371,0.636133292,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-09-14 10:00:00-05:00,41.0869,-100.772,North Platte,18.2809,2.22,19.04,1530,0.028537302,0.060505449,0.074224114,0.103748007,0.277059437,0.389535631,0.352431209,0.5793576,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-09-15 10:00:00-05:00,41.0869,-100.771,North Platte,16.5374,1.28,16.5,1536,0.030690391,0.061804911,0.076202414,0.109177896,0.2791964,0.394651144,0.356393558,0.56660737,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-09-16 10:00:00-05:00,41.0869,-100.772,North Platte,16.0671,-1.374,14.77,1543,0.030119305,0.063412366,0.078558231,0.113138918,0.281524794,0.394521876,0.364095241,0.554273567,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-09-17 10:00:00-05:00,41.0869,-100.772,North Platte,13.4401,-0.4969,14.99,1551,0.027780765,0.060773338,0.074940258,0.114200889,0.291305171,0.40926686,0.370019421,0.56367555,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-09-18 10:00:00-05:00,41.0869,-100.772,North Platte,12.5378,4.003,12.85,1561,0.027966675,0.058113165,0.073918447,0.11245269,0.274877536,0.383058116,0.342190737,0.546114078,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-09-19 10:00:00-05:00,41.0868,-100.771,North Platte,15.3469,-1.309,14.35,1573,0.030923901,0.063045807,0.078755717,0.117421332,0.280054991,0.390759417,0.364957805,0.537875718,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-09-20 10:00:00-05:00,41.0869,-100.772,North Platte,17.9032,11.88,17.99,1585,0.031702796,0.065443432,0.08039226,0.118075277,0.271937907,0.368885982,0.342021603,0.515052686,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-09-21 10:00:00-05:00,41.0869,-100.771,North Platte,16.0427,6.377,16.7,1597,0.029031413,0.06185812,0.07767777,0.120284389,0.280713503,0.383835639,0.327690193,0.522794643,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-09-22 10:00:00-05:00,41.0869,-100.772,North Platte,17.0557,1.988,16.94,1607,0.032753849,0.069860925,0.084570591,0.127736569,0.29554031,0.397692401,0.375634568,0.51378178,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-09-23 10:00:00-05:00,41.0868,-100.772,North Platte,17.8846,2.494,18.38,1618,0.035890043,0.072506803,0.08734482,0.132799218,0.301887273,0.400817082,0.379731449,0.502267012,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-09-24 10:00:00-05:00,41.0868,-100.772,North Platte,19.1443,3.003,19.29,1628,0.036349424,0.072341578,0.086830984,0.133464786,0.303545453,0.400402005,0.375310926,0.500007163,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-09-25 10:00:00-05:00,41.0869,-100.771,North Platte,20.2164,3.379,20.85,1638,0.037447757,0.073501974,0.088705992,0.136497367,0.30116663,0.393175224,0.372191177,0.484597203,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-09-26 10:00:00-05:00,41.0869,-100.772,North Platte,22.1536,5.046,22.11,1642,0.039123826,0.076174166,0.091779359,0.141321413,0.308778701,0.402706671,0.378686965,0.480462803,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-09-27 10:00:00-05:00,41.0868,-100.772,North Platte,13.3385,9.07,14.17,1645,0.026785733,0.060429044,0.075921914,0.11781622,0.243407578,0.325355235,0.299140189,0.468304112,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-09-28 10:00:00-05:00,41.0868,-100.772,North Platte,12.2074,-10.1,11.83,1652,0.040303055,0.076196472,0.08912335,0.139676259,0.30899384,0.400069185,0.38432243,0.482436542,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-09-29 10:00:00-05:00,41.0868,-100.771,North Platte,8.88756,-3.745,10.24,1655,0.037970525,0.075540097,0.090547553,0.140378659,0.294078111,0.389292419,0.354993371,0.469940253,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-09-30 10:00:00-05:00,41.0869,-100.771,North Platte,15.7682,-3.621,14.79,1658,0.042771565,0.080935858,0.095072973,0.149541821,0.32108229,0.409771654,0.387219289,0.465266518,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-10-01 10:00:00-05:00,41.0869,-100.771,North Platte,8.7047,-13.96,10.03,1663,0.043024608,0.080882294,0.093770425,0.147738863,0.310503925,0.39652937,0.385009272,0.457110102,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-10-02 10:00:00-05:00,41.0868,-100.771,North Platte,10.6051,-6.686,10.28,1666,0.043412492,0.083236724,0.09714403,0.153075069,0.322359373,0.411271666,0.389532309,0.457514115,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-10-03 10:00:00-05:00,41.0866,-100.772,North Platte,12.3743,-7.354,12.66,1673,0.044748193,0.084398983,0.098998379,0.156431057,0.332412417,0.422621839,0.399107043,0.459700285,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-10-04 10:00:00-05:00,41.0869,-100.771,North Platte,10.9391,-5.465,11.97,1682,0.043596395,0.085245018,0.099237383,0.157623547,0.330698213,0.420513638,0.395343433,0.454719221,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-10-05 10:00:00-05:00,41.0869,-100.772,North Platte,16.4139,-2.801,17,1691,0.043691819,0.085368083,0.101034339,0.157760736,0.321234762,0.406336625,0.389981882,0.440661321,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-10-06 10:00:00-05:00,41.0869,-100.772,North Platte,15.5549,-0.9502,16.41,1698,0.045033144,0.088032464,0.103384784,0.163857374,0.340661269,0.430298112,0.400868305,0.448436047,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-10-07 10:00:00-05:00,41.0869,-100.772,North Platte,14.1924,-3.363,15.68,1706,0.045392214,0.088203406,0.103280359,0.162656815,0.333741803,0.418106547,0.395506718,0.439851664,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-10-08 10:00:00-05:00,41.0869,-100.771,North Platte,13.9403,-2.542,13.92,1715,0.042587099,0.090331579,0.108260127,0.170243411,0.345620621,0.436927496,0.407786655,0.439224084,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-10-09 10:00:00-05:00,41.0868,-100.771,North Platte,13.5459,-3.095,14.39,1722,0.040826815,0.086318171,0.104731026,0.165658495,0.334474097,0.42879708,0.399712872,0.442654752,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-10-10 10:00:00-05:00,41.0868,-100.771,North Platte,13.6604,-3.939,14.3,1730,0.045720597,0.0900594,0.106554208,0.169129379,0.338462509,0.426594879,0.394753675,0.432189048,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-10-11 10:00:00-05:00,41.0869,-100.772,North Platte,16.1989,0.1162,15.92,1735,0.047654681,0.095712133,0.112974199,0.180658881,0.364072167,0.454366224,0.411630996,0.431018146,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-10-12 10:00:00-05:00,41.0869,-100.772,North Platte,10.2771,-12.89,11.29,1740,0.046112406,0.089606604,0.105482674,0.170075971,0.341935053,0.430718129,0.38752825,0.433829423,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-10-13 10:00:00-05:00,41.0868,-100.771,North Platte,13.0585,-7.19,13.08,1742,0.047073153,0.090182293,0.103590475,0.164431603,0.326110634,0.409305218,0.373017015,0.426804777,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-10-14 10:00:00-05:00,41.0869,-100.772,North Platte,13.3288,-2.457,14.2,1743,0.04746962,0.090853018,0.10492936,0.164529388,0.313187865,0.395190404,0.35528115,0.412100875,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-10-15 10:00:00-05:00,41.0868,-100.771,North Platte,5.5641,-12.69,6.218,1746,0.045939523,0.091329947,0.104915271,0.165977027,0.315427951,0.404948362,0.3653678,0.418568415,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-10-16 10:00:00-05:00,41.0869,-100.771,North Platte,6.57591,-14.3,7.797,1749,0.048568169,0.094184412,0.10705858,0.169087936,0.329385815,0.417485067,0.372515996,0.42347181,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-10-17 10:00:00-05:00,41.0869,-100.772,North Platte,11.9022,-3.603,12.91,1749,0.049899263,0.095301671,0.108771584,0.170744476,0.327324957,0.418044636,0.366248137,0.420014831,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-10-18 10:00:00-05:00,41.0868,-100.772,North Platte,0.493596,-1.266,0.8507,1751,0.037185147,0.081602125,0.097188364,0.158008808,0.293537446,0.376080186,0.347897473,0.408305319,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-10-19 10:00:00-05:00,41.0869,-100.772,North Platte,1.55093,-3.496,0.7012,1757,0.044891216,0.089631689,0.104160769,0.167042557,0.311884654,0.40212169,0.346956082,0.413025124,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-10-20 10:00:00-05:00,41.0869,-100.772,North Platte,14.6022,15.6,15.51,1763,1.131722771,0.956854353,1.061769478,1.210275883,1.085686501,0.832707104,0.964140323,-0.184812493,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-10-21 10:00:00-05:00,41.0869,-100.772,North Platte,15.5225,17.08,16.67,1770,0.657467079,0.825328635,0.549198422,0.807749668,0.943083984,0.808186727,0.83259444,0.000270468,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-10-22 10:00:00-05:00,41.0869,-100.772,North Platte,17.0912,19.06,18.14,1776,0.96003897,0.599280922,0.588414544,0.657315057,1.165804687,0.705783359,0.862646184,0.035557449,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-10-23 10:00:00-05:00,41.0869,-100.772,North Platte,17.3927,19.63,18.48,1780,0.832087184,0.666104147,0.576883606,0.869968626,1.058546416,0.881636688,1.057412279,0.006661353,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-10-24 10:00:00-05:00,41.0869,-100.772,North Platte,13.7632,15.53,15.11,1782,0.94113537,0.963215142,0.849984787,1.070668999,1.024366718,0.627701958,0.965102433,-0.26081878,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-10-25 10:00:00-05:00,41.0869,-100.772,North Platte,11.059,13.36,12.81,1783,0.816061363,0.842793345,0.991672434,1.20452132,1.187445851,0.645301902,0.905422962,-0.302309654,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-10-26 10:00:00-05:00,41.0869,-100.772,North Platte,9.30995,12.5,11.89,1784,0.884153523,1.003733019,0.844803353,0.869965673,1.008212557,0.612242347,0.81581574,-0.173877973,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-10-27 10:00:00-05:00,41.0869,-100.772,North Platte,9.06592,11.44,10.8,1786,1.20254578,0.55922163,0.679988848,0.951505595,1.17628079,0.814592817,0.967943488,-0.077522734,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-10-28 10:00:00-05:00,41.0869,-100.772,North Platte,10.785,12.71,12.04,1790,0.854648129,0.80537829,0.991672434,1.159856989,1.1291688,0.846043666,0.903337817,-0.156445097,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-10-29 10:00:00-05:00,41.0869,-100.772,North Platte,13.6994,14.79,14.17,1795,0.766259914,0.93425661,0.804342812,1.044022249,1.446834149,0.644139249,0.82313442,-0.236874849,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-10-30 10:00:00-05:00,41.0869,-100.772,North Platte,14.7288,16.4,15.67,1801,0.692967004,0.896288552,0.807615114,1.127598292,1.110852156,0.628300807,1.070516096,-0.284354314,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-10-31 10:00:00-05:00,41.0869,-100.772,North Platte,15.5169,17.5,16.73,1806,0.748165361,0.869891406,0.686531613,1.229994898,1.247247718,0.716346302,1.106942446,-0.263904703,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-11-01 10:00:00-06:00,41.0869,-100.772,North Platte,14.3189,16.13,15.45,1811,1.010492453,1.005859122,0.829513275,1.252763334,1.110852156,0.829384599,0.965991536,-0.203337491,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-11-02 10:00:00-06:00,41.0869,-100.772,North Platte,14.0829,16.24,15.58,1818,1.010492453,0.98989071,0.772363246,1.217920666,1.008212557,0.692436058,1.030323219,-0.275071458,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-11-03 10:00:00-06:00,41.0869,-100.772,North Platte,15.1366,17.09,16.29,1825,1.03143186,1.104076086,0.915303149,1.109985782,1.165804687,0.613992939,0.856413368,-0.287702416,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-11-04 10:00:00-06:00,41.0869,-100.772,North Platte,16.4204,18.05,17.23,1832,0.884159052,0.954045816,1.009957893,1.20452132,1.095096561,0.613992939,0.860756816,-0.324731235,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-11-05 10:00:00-06:00,41.0869,-100.772,North Platte,16.0306,17.98,17.37,1840,0.574714796,1.019924593,0.699922418,1.094353785,0.973403351,0.688620939,0.936683225,-0.227559505,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-11-06 10:00:00-06:00,41.0869,-100.772,North Platte,17.5183,18.86,18.33,1850,0.853630839,1.169821551,0.816340817,1.079947933,1.241549873,0.716346302,0.936683235,-0.202417635,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-11-07 10:00:00-06:00,41.0869,-100.772,North Platte,18.1544,20.6,19.87,1859,0.912584223,0.946625186,0.991556802,1.122451442,1.176177971,0.764051178,0.840599411,-0.189981323,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-11-08 10:00:00-06:00,41.0869,-100.772,North Platte,19.1323,21.44,20.66,1866,0.953935895,0.946625186,0.704127039,1.305381295,1.197351821,0.750391086,0.744623895,-0.26996676,Corn,05/01/2020
planet,UNLTAPS_SDI_02a,2020-11-09 10:00:00-06:00,41.0869,-100.772,North Platte,17.4037,18.84,18.57,1870,0.884159752,0.84427778,0.772363246,1.149679475,1.081348192,0.792039684,0.985928799,-0.184187187,Corn,05/01/2020
planet,UNLTAPS_SDI_02b,2020-06-12 10:00:00-05:00,41.0885,-100.767,North Platte,32.1207,8.435,29.03,360,0.005548125,0.00215435,0.003413692,0.004215464,0.003277664,0.00862661,0.010835608,0.343491707,Corn,05/01/2020
planet,UNLTAPS_SDI_02b,2020-06-13 10:00:00-05:00,41.0869,-100.771,North Platte,22.7139,-0.6683,20.54,377,0.040451213,0.063384606,0.07257236,0.079820324,0.245626723,0.332341224,0.296332233,0.612674573,Corn,05/01/2020
planet,UNLTAPS_SDI_02b,2020-06-14 10:00:00-05:00,41.0869,-100.771,North Platte,25.2255,17.27,24.75,393,0.05037966,0.078849486,0.089103953,0.090904013,0.253521886,0.329073441,0.290518982,0.567100509,Corn,05/01/2020
planet,UNLTAPS_SDI_02b,2020-06-15 10:00:00-05:00,41.0869,-100.771,North Platte,23.3248,4.104,24.04,409,0.03752814,0.059323803,0.067011837,0.070003907,0.260740056,0.364570369,0.31177337,0.677827653,Corn,05/01/2020
planet,UNLTAPS_SDI_02b,2020-06-16 10:00:00-05:00,41.0868,-100.772,North Platte,24.408,2.281,22.73,425,0.033489607,0.053783029,0.06063243,0.062942022,0.260719753,0.366058784,0.309490555,0.706564552,Corn,05/01/2020
planet,UNLTAPS_SDI_02b,2020-06-17 10:00:00-05:00,41.0869,-100.771,North Platte,25.0304,2.221,22.07,436,0.032522698,0.051787507,0.05870052,0.05926199,0.269228534,0.382000432,0.318824202,0.731397974,Corn,05/01/2020
planet,UNLTAPS_SDI_02b,2020-06-18 10:00:00-05:00,41.0869,-100.772,North Platte,18.0038,16.19,18.8,445,0.035551746,0.055051659,0.064421719,0.061099138,0.234073348,0.336363082,0.28423569,0.692553732,Corn,05/01/2020
planet,UNLTAPS_SDI_02b,2020-06-19 10:00:00-05:00,41.0869,-100.772,North Platte,19.4837,8.574,18.87,455,0.032667485,0.053536931,0.062098515,0.060964956,0.252994538,0.362437302,0.307643227,0.712023473,Corn,05/01/2020
planet,UNLTAPS_SDI_02b,2020-06-20 10:00:00-05:00,41.0868,-100.771,North Platte,19.6605,16.02,20.3,468,0.024667319,0.041899914,0.048991083,0.045296138,0.249079025,0.369097854,0.310782265,0.781386128,Corn,05/01/2020
planet,UNLTAPS_SDI_02b,2020-06-21 10:00:00-05:00,41.0868,-100.772,North Platte,20.0254,15.14,20.36,479,0.027144687,0.044794136,0.052890901,0.049930598,0.241961349,0.355348759,0.29614868,0.753599105,Corn,05/01/2020
planet,UNLTAPS_SDI_02b,2020-06-22 10:00:00-05:00,41.0869,-100.772,North Platte,22.4745,5.44,21.5,489,0.023961575,0.040862879,0.047061254,0.043068171,0.283940445,0.422662346,0.337089727,0.81505111,Corn,05/01/2020
planet,UNLTAPS_SDI_02b,2020-06-23 10:00:00-05:00,41.087,-100.771,North Platte,20.5975,-0.1583,18.53,501,0.023196461,0.038580446,0.044686943,0.039946841,0.277861451,0.419567873,0.333105975,0.826134662,Corn,05/01/2020
planet,UNLTAPS_SDI_02b,2020-06-24 10:00:00-05:00,41.0868,-100.772,North Platte,22.4807,3.979,19.25,515,0.023238575,0.039349641,0.045540699,0.040522264,0.296721147,0.442147079,0.349843877,0.832090996,Corn,05/01/2020
planet,UNLTAPS_SDI_02b,2020-06-25 10:00:00-05:00,41.0869,-100.772,North Platte,24.3031,8.473,21.2,529,0.021775691,0.038809638,0.045216377,0.040044167,0.302596445,0.448449736,0.357766404,0.836050494,Corn,05/01/2020
planet,UNLTAPS_SDI_02b,2020-06-27 10:00:00-05:00,41.0868,-100.772,North Platte,25.011,6.749,20.13,558,0.021111171,0.0363743,0.041466464,0.035693889,0.31118621,0.471487891,0.364788821,0.85924617,Corn,05/01/2020
planet,UNLTAPS_SDI_02b,2020-06-28 10:00:00-05:00,41.0869,-100.772,North Platte,24.7214,5.492,21.19,574,0.02239034,0.03871114,0.044434398,0.037159408,0.321749141,0.494595445,0.383225963,0.860238574,Corn,05/01/2020
planet,UNLTAPS_SDI_02b,2020-06-30 10:00:00-05:00,41.0869,-100.772,North Platte,24.0656,5.05,20.65,595,0.018827083,0.035046215,0.040530731,0.033230579,0.329838754,0.509076495,0.395997806,0.87744737,Corn,05/01/2020
planet,UNLTAPS_SDI_02b,2020-07-01 10:00:00-05:00,41.0869,-100.772,North Platte,23.6586,3.79,20.84,608,0.01983195,0.034888995,0.040294166,0.033205736,0.328256261,0.50485568,0.395714969,0.876572692,Corn,05/01/2020
planet,UNLTAPS_SDI_02b,2020-07-02 10:00:00-05:00,41.0869,-100.772,North Platte,23.3551,19.15,21.96,622,0.036998771,0.043535761,0.051964307,0.042537277,0.320696273,0.465796203,0.362870541,0.83264027,Corn,05/01/2020
planet,UNLTAPS_SDI_02b,2020-07-03 10:00:00-05:00,41.0869,-100.771,North Platte,24.8485,4.523,21.3,636,0.019681617,0.037054402,0.04223249,0.034962784,0.348456411,0.535862215,0.410648962,0.877500866,Corn,05/01/2020
planet,UNLTAPS_SDI_02b,2020-07-04 10:00:00-05:00,41.0869,-100.771,North Platte,25.2816,9.524,22.5,650,0.020317258,0.037063736,0.042647614,0.034855426,0.352377566,0.543931921,0.413332672,0.879557055,Corn,05/01/2020
